Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
313,10/11/14,NLCS,1,SFG,STL,W 3-0,40,35,3,8,1,0,0,2,4,0,4,0,0,1,1,0,0,0,0.095,-0.975,0.842,10,12,"47,201",203
314,10/11/14,NLCS,1,STL,SFG,L 0-3,33,30,0,4,0,0,0,0,1,0,7,1,1,0,0,0,0,0,-0.404,-3.976,0.925,6,14,"47,201",203
315,10/10/14,ALCS,1,BAL,KCR,L 6-8,46,43,6,14,2,0,0,6,3,0,10,0,0,0,0,1,2,0,-0.148,1.213,1.577,10,12,"47,124",277
316,10/10/14,ALCS,1,KCR,BAL,W 8-6,47,38,8,12,2,0,3,8,7,0,9,1,0,1,0,1,0,1,0.353,3.214,1.341,9,10,"47,124",277
317,10/7/14,NLDS,4,LAD,STL,L 2-3,38,31,2,8,0,0,0,1,5,0,6,1,1,0,0,2,0,0,-0.29,-1.976,1.378,9,13,"46,906",185
318,10/7/14,NLDS,4,SFG,WSN,W 3-2,37,33,3,9,0,0,0,2,3,1,2,0,1,0,1,0,0,0,0.175,-0.359,1.26,10,15,"43,464",195
319,10/7/14,NLDS,4,STL,LAD,W 3-2,30,27,3,4,0,0,1,3,2,0,11,1,0,0,0,1,0,0,0.211,-0.534,1.027,3,16,"46,906",185
320,10/7/14,NLDS,4,WSN,SFG,L 2-3,34,31,2,4,1,0,1,2,3,0,6,0,0,0,0,0,0,0,-0.326,-1.778,1.288,5,16,"43,464",195
321,10/6/14,NLDS,3,LAD,STL,L 1-3,35,33,1,7,1,1,0,1,1,0,10,0,1,0,0,0,1,0,-0.381,-2.977,1.382,7,14,"47,574",184
322,10/6/14,NLDS,3,SFG,WSN,L 1-4,35,31,1,6,1,0,0,1,3,0,4,0,0,1,0,0,0,1,-0.428,-2.778,1.068,7,12,"43,627",167
323,10/6/14,NLDS,3,STL,LAD,W 3-1,35,32,3,11,3,0,2,3,2,1,5,0,1,0,0,2,0,0,0.12,-0.534,0.928,8,13,"47,574",184
324,10/6/14,NLDS,3,WSN,SFG,W 4-1,36,34,4,7,0,0,1,2,1,0,7,0,1,0,1,0,0,0,0.071,0.222,0.878,5,13,"43,627",167
325,10/5/14,ALDS,3,BAL,DET,W 2-1,34,31,2,5,0,0,1,2,2,0,7,1,0,0,0,0,1,0,-0.088,-2.217,0.792,5,10,"43,013",221
326,10/5/14,ALDS,3,DET,BAL,L 1-2,35,32,1,4,3,0,0,1,3,1,7,0,0,0,1,1,1,0,-0.589,-3.22,1.574,7,13,"43,013",221
327,10/5/14,ALDS,3,KCR,LAA,W 8-3,38,32,8,9,1,0,2,8,5,0,7,0,0,1,0,0,1,0,0.417,4.136,0.484,6,10,"40,657",218
328,10/5/14,ALDS,3,LAA,KCR,L 3-8,38,35,3,8,2,0,2,3,2,0,11,1,0,0,0,0,1,0,-0.083,-1.349,0.652,8,10,"40,657",218
329,10/4/14,NLDS,2,LAD,STL,W 3-2,35,33,3,8,1,0,1,3,2,1,11,0,0,0,1,0,0,0,0.275,-0.394,0.79,8,13,"54,599",207
330,10/4/14,NLDS,2,SFG,WSN,W 2-1,63,57,2,8,2,0,1,2,4,1,14,0,2,0,0,0,0,1,-1.066,-6.272,1.809,7,20,"44,035",383
331,10/4/14,NLDS,2,STL,LAD,L 2-3,35,31,2,5,2,0,1,2,3,1,9,1,0,0,0,1,0,0,-0.227,-1.818,1.369,6,12,"54,599",207
332,10/4/14,NLDS,2,WSN,SFG,L 1-2,66,62,1,9,1,0,0,1,4,1,20,0,0,0,0,1,2,0,-1.564,-7.274,1.53,11,21,"44,035",383
333,10/3/14,ALDS,2,BAL,DET,W 7-6,36,33,7,9,1,0,1,7,2,0,6,1,0,0,0,0,0,0,0.673,3.172,1.346,5,12,"48,058",221
334,10/3/14,ALDS,2,DET,BAL,L 6-7,36,35,6,10,2,0,2,6,1,0,9,0,0,0,0,1,1,0,0.171,1.691,0.829,3,13,"48,058",221
335,10/3/14,ALDS,2,KCR,LAA,W 4-1,44,40,4,8,0,0,1,4,3,1,10,0,1,0,0,0,3,0,-0.127,-0.847,1.276,7,12,"45,361",228
336,10/3/14,ALDS,2,LAA,KCR,L 1-4,38,36,1,6,1,0,0,1,2,0,7,0,0,0,1,2,0,1,-0.63,-3.848,1.356,4,12,"45,361",228
337,10/3/14,NLDS,1,LAD,STL,L 9-10,47,40,9,16,2,0,2,9,4,0,9,1,2,0,0,1,1,0,0.273,5.183,1.106,11,15,"54,265",237
338,10/3/14,NLDS,1,SFG,WSN,W 3-2,40,37,3,12,1,1,0,3,1,0,4,1,1,0,0,1,2,1,-0.036,-1.137,1.031,10,17,"44,035",235
339,10/3/14,NLDS,1,STL,LAD,W 10-9,38,36,10,10,1,0,3,10,1,0,12,0,1,0,0,0,0,0,0.772,6.183,1.025,1,19,"54,265",237
340,10/3/14,NLDS,1,WSN,SFG,L 2-3,36,32,2,6,1,0,2,2,4,0,6,0,0,0,0,1,0,0,-0.537,-2.138,1.712,7,16,"44,035",235
341,10/2/14,ALDS,1,BAL,DET,W 12-3,39,35,12,12,3,0,2,11,3,1,6,1,0,0,1,1,1,0,0.25,8.172,0.597,3,9,"47,842",222
342,10/2/14,ALDS,1,DET,BAL,L 3-12,37,34,3,8,0,0,3,3,3,0,10,0,0,0,0,0,0,0,-0.251,-1.308,1.014,7,10,"47,842",222
343,10/2/14,ALDS,1,KCR,LAA,W 3-2,39,34,3,4,2,0,1,3,4,1,9,0,0,1,0,1,1,0,-0.15,-1.849,1.38,3,11,"45,321",245
344,10/2/14,ALDS,1,LAA,KCR,L 2-3,43,35,2,4,0,0,2,2,5,0,7,1,2,0,0,0,0,0,-0.649,-2.847,1.834,8,10,"45,321",245
345,10/1/14,NLWC,1,PIT,SFG,L 0-8,33,32,0,4,0,0,0,0,1,0,10,0,0,0,1,0,0,0,-0.237,-3.936,0.45,6,16,"40,629",192
346,10/1/14,NLWC,1,SFG,PIT,W 8-0,43,37,8,11,0,0,1,8,6,0,7,0,0,0,0,1,0,0,0.263,4.064,0.554,8,11,"40,629",192
347,9/30/14,ALWC,1,KCR,OAK,W 9-8,52,44,9,15,1,1,0,8,3,0,8,0,4,1,0,0,7,1,0.996,3.424,2.162,8,14,"40,502",285
348,9/30/14,ALWC,1,OAK,KCR,L 8-9,54,47,8,13,0,0,2,8,6,1,15,0,1,0,0,0,0,0,0.496,2.202,1.165,10,14,"40,502",285
349,10/30/13,WS,6,BOS,STL,W 6-1,41,33,6,8,2,0,1,6,7,3,9,1,0,0,1,0,0,0,0.254,2.008,0.636,11,9,"38,447",195
350,10/30/13,WS,6,STL,BOS,L 1-6,37,36,1,9,1,0,0,1,1,0,6,0,0,0,1,1,0,0,-0.248,-3.49,0.728,9,9,"38,447",195
351,10/28/13,WS,5,BOS,STL,W 3-1,35,34,3,9,3,0,0,3,1,0,14,0,0,0,0,1,0,0,0.062,-1.026,1.106,5,11,"47,436",172
352,10/28/13,WS,5,STL,BOS,L 1-3,30,29,1,4,1,0,1,1,0,0,9,0,1,0,0,1,0,0,-0.439,-3.026,1.127,2,13,"47,436",172
353,10/27/13,WS,4,BOS,STL,W 4-2,36,31,4,6,1,0,1,4,4,0,8,0,0,1,0,1,1,0,0.187,-0.026,0.95,5,17,"47,469",214
354,10/27/13,WS,4,STL,BOS,L 2-4,37,33,2,6,2,0,0,2,4,1,5,0,0,0,1,0,0,0,-0.311,-2.027,1.173,8,16,"47,469",214
355,10/26/13,WS,3,BOS,STL,L 4-5,37,32,4,6,0,1,0,4,4,1,9,1,0,0,0,1,0,0,0.029,-0.028,1.827,6,17,"47,432",234
356,10/26/13,WS,3,STL,BOS,W 5-4,43,37,5,12,3,0,0,4,4,2,7,1,1,0,1,0,1,0,0.529,1.181,1.352,12,18,"47,432",234
357,10/24/13,WS,2,BOS,STL,L 2-4,35,31,2,4,1,0,1,2,4,0,12,0,0,0,1,1,0,0,-0.251,-2.489,1.342,6,10,"38,436",185
358,10/24/13,WS,2,STL,BOS,W 4-2,37,33,4,7,0,1,0,3,3,0,6,0,0,1,0,0,2,0,0.249,-0.492,1.107,6,10,"38,436",185
359,10/23/13,WS,1,BOS,STL,W 8-1,36,33,8,8,2,0,1,8,1,0,7,0,0,2,2,0,0,0,0.295,4.009,0.451,4,10,"38,345",197
360,10/23/13,WS,1,STL,BOS,L 1-8,34,33,1,7,0,0,1,1,1,0,10,0,0,0,0,1,0,0,-0.206,-3.49,0.432,6,10,"38,345",197
361,10/19/13,ALCS,6,BOS,DET,W 5-2,34,28,5,5,2,0,1,5,5,0,12,1,0,0,1,1,0,1,0.361,1.008,1.515,5,9,"38,823",232
362,10/19/13,ALCS,6,DET,BOS,L 2-5,36,33,2,8,0,0,0,2,3,0,8,0,0,0,1,1,0,0,-0.138,-2.488,1.086,7,10,"38,823",232
363,10/18/13,NLCS,6,LAD,STL,L 0-9,29,28,0,2,1,0,0,0,1,0,8,0,0,0,0,1,0,0,-0.212,-4.027,0.393,2,15,"46,899",179
364,10/18/13,NLCS,6,STL,LAD,W 9-0,41,36,9,13,3,0,0,8,4,2,7,0,0,1,0,1,0,0,0.29,5.421,0.499,8,13,"46,899",179
365,10/17/13,ALCS,5,BOS,DET,W 4-3,39,36,4,10,3,0,1,3,2,1,8,0,1,0,1,1,3,0,0.059,-0.531,0.707,8,10,"42,669",227
366,10/17/13,ALCS,5,DET,BOS,L 3-4,36,32,3,10,0,0,0,2,3,0,5,0,1,0,0,3,0,0,-0.444,-1.53,1.437,6,11,"42,669",227
367,10/16/13,ALCS,4,BOS,DET,L 3-7,40,39,3,12,4,1,0,3,1,0,10,0,0,0,0,0,0,0,-0.181,-1.529,0.47,10,12,"42,765",207
368,10/16/13,ALCS,4,DET,BOS,W 7-3,37,30,7,9,2,0,0,7,5,0,4,1,1,0,0,2,2,0,0.321,2.972,0.448,6,11,"42,765",207
369,10/16/13,NLCS,5,LAD,STL,W 6-4,32,32,6,9,0,0,4,6,0,0,6,0,0,0,0,1,0,0,0.302,2.598,0.666,2,13,"53,183",190
370,10/16/13,NLCS,5,STL,LAD,L 4-6,36,35,4,10,2,1,0,4,1,0,8,0,0,0,0,2,0,0,-0.199,0.171,1.134,5,15,"53,183",190
371,10/15/13,ALCS,3,BOS,DET,W 1-0,32,31,1,4,0,0,1,1,1,0,11,0,0,0,0,0,0,0,-0.305,-3.532,0.967,4,9,"42,327",200
372,10/15/13,ALCS,3,DET,BOS,L 0-1,34,32,0,6,1,0,0,0,2,0,12,0,0,0,0,1,0,0,-0.808,-4.531,1.806,7,12,"42,327",200
373,10/15/13,NLCS,4,LAD,STL,L 2-4,34,31,2,8,2,0,0,2,3,0,6,0,0,0,0,3,0,0,-0.35,-1.828,1.483,5,16,"53,992",197
374,10/15/13,NLCS,4,STL,LAD,W 4-2,40,31,4,6,1,0,2,4,6,0,11,1,1,0,0,1,1,0,0.149,0.172,0.803,9,15,"53,992",197
375,10/14/13,NLCS,3,LAD,STL,W 3-0,32,32,3,9,2,2,0,3,0,0,6,0,0,0,0,1,0,0,0.034,-0.403,0.656,5,13,"53,940",174
376,10/14/13,NLCS,3,STL,LAD,L 0-3,31,30,0,4,0,0,0,0,1,0,6,0,0,0,0,0,0,0,-0.466,-3.829,1.039,4,15,"53,940",174
377,10/13/13,ALCS,2,BOS,DET,W 6-5,34,30,6,7,2,0,1,6,3,0,15,1,0,0,0,1,0,0,0.488,2.393,0.957,4,10,"38,029",208
378,10/13/13,ALCS,2,DET,BOS,L 5-6,38,35,5,8,3,0,2,5,2,0,7,1,0,0,1,1,0,0,-0.014,0.51,0.756,6,10,"38,029",208
379,10/12/13,ALCS,1,BOS,DET,L 0-1,35,29,0,1,0,0,0,0,6,0,17,0,0,0,0,0,2,0,-0.818,-4.492,1.745,8,13,"38,210",236
380,10/12/13,ALCS,1,DET,BOS,W 1-0,40,35,1,9,3,0,0,1,3,1,6,2,0,0,0,1,0,0,-0.317,-3.492,1.256,12,11,"38,210",236
381,10/12/13,NLCS,2,LAD,STL,L 0-1,33,32,0,5,1,0,0,0,1,1,13,0,0,0,0,0,1,0,-0.698,-4.026,1.532,6,13,"46,872",160
382,10/12/13,NLCS,2,STL,LAD,W 1-0,27,24,1,2,1,1,0,1,2,0,5,0,0,1,0,1,0,0,-0.201,-2.579,0.851,2,15,"46,872",160
383,10/11/13,NLCS,1,LAD,STL,L 2-3,52,44,2,9,1,1,0,2,6,2,11,1,1,0,0,2,0,0,-0.908,-3.815,1.875,11,19,"46,691",287
384,10/11/13,NLCS,1,STL,LAD,W 3-2,47,43,3,7,1,0,0,3,4,0,13,0,0,0,0,0,0,0,-0.41,-1.965,1.57,7,18,"46,691",287
385,10/10/13,ALDS,5,DET,OAK,W 3-0,39,34,3,8,0,0,1,3,5,1,6,0,0,0,0,0,0,1,0.037,-1.267,0.748,9,11,"46,959",200
386,10/10/13,ALDS,5,OAK,DET,L 0-3,32,30,0,3,1,0,0,0,1,0,11,1,0,0,0,0,0,0,-0.463,-4.269,0.76,5,9,"46,959",200
387,10/9/13,NLDS,5,PIT,STL,L 1-6,33,32,1,8,0,0,0,1,1,0,6,0,0,0,0,1,0,0,-0.376,-3.028,0.874,5,17,"47,231",160
388,10/9/13,NLDS,5,STL,PIT,W 6-1,36,33,6,9,0,0,2,6,3,0,6,0,0,0,0,0,0,0,0.123,2.421,0.45,6,10,"47,231",160
389,10/8/13,ALDS,4,BOS,TBR,W 3-1,40,29,3,6,0,0,0,2,8,0,10,2,0,1,0,1,1,1,0.029,-1.228,1.315,10,12,"32,807",229
390,10/8/13,ALDS,4,DET,OAK,W 8-6,36,32,8,9,2,0,2,7,3,0,12,1,0,0,0,1,0,0,0.51,3.972,1.141,4,12,"43,958",205
391,10/8/13,ALDS,4,OAK,DET,L 6-8,42,37,6,12,2,1,1,6,4,1,5,0,1,0,0,1,0,0,0.01,1.469,1.489,9,10,"43,958",205
392,10/8/13,ALDS,4,TBR,BOS,L 1-3,31,31,1,6,1,0,0,1,0,0,10,0,0,0,0,2,0,0,-0.469,-3.229,1.287,3,13,"32,807",229
393,10/7/13,NLDS,4,ATL,LAD,L 3-4,38,36,3,7,0,1,0,3,2,0,12,0,0,0,2,0,0,0,-0.099,-0.828,1.279,8,14,"54,438",199
394,10/7/13,ALDS,3,BOS,TBR,L 4-5,40,33,4,7,1,0,0,2,5,1,9,1,1,0,0,0,2,0,0.053,-0.228,1.842,9,13,"33,675",259
395,10/7/13,ALDS,3,DET,OAK,L 3-6,35,32,3,7,1,0,0,3,3,0,4,0,0,0,0,2,0,0,-0.128,-1.532,0.951,5,9,"43,973",212
396,10/7/13,NLDS,4,LAD,ATL,W 4-3,36,33,4,11,4,0,3,4,3,2,6,0,0,0,0,1,2,1,0.402,0.597,1.244,8,15,"54,438",199
397,10/7/13,ALDS,3,OAK,DET,W 6-3,41,37,6,10,2,1,3,5,3,0,12,0,0,1,1,0,1,0,0.374,1.47,0.828,8,11,"43,973",212
398,10/7/13,NLDS,4,PIT,STL,L 1-2,30,27,1,1,0,0,1,1,3,0,11,0,0,0,0,0,0,1,-0.56,-2.789,1.279,2,17,"40,493",156
399,10/7/13,NLDS,4,STL,PIT,W 2-1,34,29,2,3,0,0,1,2,4,0,9,0,1,0,0,0,0,0,-0.061,-1.789,0.88,5,12,"40,493",156
400,10/7/13,ALDS,3,TBR,BOS,W 5-4,40,36,5,11,2,0,2,5,4,0,6,0,0,0,0,0,0,0,0.552,0.867,1.675,9,15,"33,675",259
401,10/6/13,NLDS,3,ATL,LAD,L 6-13,41,35,6,10,1,0,1,6,5,0,9,0,1,0,0,2,0,0,0.245,2.173,0.729,8,16,"54,646",241
402,10/6/13,NLDS,3,LAD,ATL,W 13-6,42,37,13,14,1,1,2,13,3,0,11,1,0,1,1,1,0,0,0.745,9.598,0.74,5,17,"54,646",241
403,10/6/13,NLDS,3,PIT,STL,W 5-3,35,28,5,8,2,0,0,5,5,1,5,0,1,1,0,1,0,0,0.484,1.632,1.217,6,16,"40,489",178
404,10/6/13,NLDS,3,STL,PIT,L 3-5,36,33,3,7,1,0,1,3,2,0,5,1,0,0,0,1,2,0,-0.017,-0.789,1.505,6,15,"40,489",178
405,10/5/13,ALDS,2,BOS,TBR,W 7-4,36,33,7,11,3,1,2,7,2,0,5,0,0,1,0,1,1,0,0.319,3.007,0.564,5,9,"38,705",194
406,10/5/13,ALDS,2,DET,OAK,L 0-1,32,29,0,4,0,0,0,0,2,0,9,0,1,0,0,0,0,1,-0.669,-4.268,1.345,5,9,"48,292",203
407,10/5/13,ALDS,2,OAK,DET,W 1-0,35,32,1,8,1,0,0,1,3,1,13,0,0,0,0,0,0,0,-0.169,-0.965,1.636,10,10,"48,292",203
408,10/5/13,ALDS,2,TBR,BOS,L 4-7,38,31,4,8,2,0,0,4,4,0,8,2,0,1,0,3,1,0,-0.181,-0.49,1.229,7,12,"38,705",194
409,10/4/13,NLDS,2,ATL,LAD,W 4-3,33,29,4,6,2,0,0,4,3,1,6,0,1,0,0,0,0,0,0.091,0.419,0.946,5,17,"48,966",209
410,10/4/13,ALDS,1,BOS,TBR,W 12-2,44,38,12,14,5,0,0,11,5,2,9,1,0,0,0,1,2,0,0.458,8.01,0.598,8,9,"38,177",213
411,10/4/13,ALDS,1,DET,OAK,W 3-2,36,35,3,10,2,0,0,2,0,0,7,1,0,0,1,1,0,1,0.016,-1.268,0.592,6,12,"48,401",204
412,10/4/13,NLDS,2,LAD,ATL,L 3-4,37,32,3,10,2,0,1,3,4,0,9,0,1,0,0,3,0,1,-0.411,-1.026,1.571,7,18,"48,966",209
413,10/4/13,ALDS,1,OAK,DET,L 2-3,33,30,2,3,0,1,1,2,3,0,16,0,0,0,0,0,0,0,-0.487,-2.267,1.237,4,10,"48,401",204
414,10/4/13,NLDS,2,PIT,STL,W 7-1,43,36,7,10,3,0,2,7,5,1,7,1,0,1,1,1,1,0,0.263,2.974,0.533,9,14,"45,999",183
415,10/4/13,NLDS,2,STL,PIT,L 1-7,33,31,1,4,2,0,1,1,2,0,9,0,0,0,0,0,0,0,-0.237,-3.026,0.508,5,17,"45,999",183
416,10/4/13,ALDS,1,TBR,BOS,L 2-12,34,31,2,4,0,1,2,2,3,0,9,0,0,0,0,0,0,0,-0.042,-2.49,0.468,5,12,"38,177",213
417,10/3/13,NLDS,1,ATL,LAD,L 1-6,35,31,1,5,0,0,0,1,4,0,15,0,0,0,0,0,0,0,-0.207,-3.028,0.605,7,16,"43,021",204
418,10/3/13,NLDS,1,LAD,ATL,W 6-1,41,36,6,11,3,0,1,6,2,1,9,1,1,1,0,0,0,0,0.295,1.974,0.482,8,12,"43,021",204
419,10/3/13,NLDS,1,PIT,STL,L 1-9,31,31,1,4,0,0,1,1,0,0,11,0,0,0,0,0,0,0,-0.163,-3.027,0.246,3,14,"45,693",177
420,10/3/13,NLDS,1,STL,PIT,W 9-1,40,32,9,10,2,0,1,6,6,0,2,1,1,0,0,1,0,0,0.337,5.419,0.445,7,13,"45,693",177
421,10/2/13,ALWC,1,CLE,TBR,L 0-4,36,35,0,9,3,0,0,0,1,0,9,0,0,0,0,1,0,0,-0.41,-4.139,1.137,9,9,"43,579",220
422,10/2/13,ALWC,1,TBR,CLE,W 4-0,37,34,4,8,1,0,1,4,2,1,11,1,0,0,1,1,0,1,0.09,-0.138,0.573,6,11,"43,579",220
423,10/1/13,NLWC,1,CIN,PIT,L 2-6,34,32,2,6,3,0,1,2,1,0,6,1,0,0,0,1,0,0,-0.195,-1.789,0.721,5,17,"40,487",194
424,10/1/13,NLWC,1,PIT,CIN,W 6-2,40,35,6,14,2,0,3,6,3,1,2,0,1,1,0,1,0,0,0.305,2.633,0.453,10,12,"40,487",194
425,10/28/12,WS,4,DET,SFG,L 3-4,39,35,3,5,0,0,2,3,3,0,12,1,0,0,0,0,0,0,-0.462,-2.201,1.334,6,12,"42,152",214
426,10/28/12,WS,4,SFG,DET,W 4-3,39,36,4,9,1,1,1,4,2,0,13,0,1,0,0,1,0,1,0.038,-1.203,1.526,5,10,"42,152",214
427,10/27/12,WS,3,DET,SFG,L 0-2,36,31,0,5,0,0,0,0,5,0,7,0,0,0,1,2,0,0,-0.636,-4.682,1.326,9,9,"42,262",205
428,10/27/12,WS,3,SFG,DET,W 2-0,35,34,2,7,1,1,0,2,1,0,12,0,0,0,0,0,2,0,-0.137,-2.683,0.724,6,10,"42,262",205
429,10/25/12,WS,2,DET,SFG,L 0-2,29,26,0,2,1,0,0,0,2,0,9,1,0,0,0,1,0,1,-0.585,-3.809,1.108,2,15,"42,982",185
430,10/25/12,WS,2,SFG,DET,W 2-0,33,27,2,5,0,0,0,1,5,1,6,0,0,1,0,1,1,0,-0.083,-1.387,1.131,7,13,"42,982",185
431,10/24/12,WS,1,DET,SFG,L 3-8,36,34,3,8,1,0,1,3,2,0,8,0,0,0,0,1,0,0,-0.208,-0.809,0.502,6,17,"42,855",206
432,10/24/12,WS,1,SFG,DET,W 8-3,36,35,8,11,2,0,3,8,1,0,10,0,0,0,0,0,0,0,0.293,4.615,0.255,4,15,"42,855",206
433,10/22/12,NLCS,7,SFG,STL,W 9-0,43,38,9,14,2,0,1,7,5,0,6,0,0,0,1,1,0,0,0.335,5.615,0.36,10,15,"43,056",215
434,10/22/12,NLCS,7,STL,SFG,L 0-9,39,34,0,7,0,0,0,0,4,0,8,1,0,0,0,0,2,0,-0.166,-3.809,0.571,12,19,"43,056",215
435,10/21/12,NLCS,6,SFG,STL,W 6-1,37,34,6,9,3,1,0,6,3,1,11,0,0,0,1,0,0,0,0.307,2.617,0.407,7,14,"43,070",175
436,10/21/12,NLCS,6,STL,SFG,L 1-6,34,33,1,5,1,0,0,1,1,0,11,0,0,0,1,0,0,0,-0.195,-2.808,0.386,6,15,"43,070",175
437,10/19/12,NLCS,5,SFG,STL,W 5-0,37,33,5,6,0,0,1,4,3,0,12,0,1,0,1,0,1,0,0.196,0.814,0.716,5,13,"47,075",183
438,10/19/12,NLCS,5,STL,SFG,L 0-5,34,33,0,7,2,0,0,0,1,1,8,0,0,0,0,1,1,0,-0.305,-4.188,0.703,7,15,"47,075",183
439,10/18/12,ALCS,4,DET,NYY,W 8-1,44,42,8,16,2,0,4,8,2,0,4,0,0,0,2,0,1,0,0.242,3.838,0.596,12,9,"42,477",207
440,10/18/12,ALCS,4,NYY,DET,L 1-8,33,30,1,2,1,1,0,1,3,0,12,0,0,0,1,0,1,0,-0.257,-3.684,0.53,5,13,"42,477",207
441,10/18/12,NLCS,4,SFG,STL,L 3-8,33,33,3,6,1,1,2,3,0,0,6,0,0,0,0,0,0,0,-0.245,-1.188,0.622,3,16,"47,062",197
442,10/18/12,NLCS,4,STL,SFG,W 8-3,39,34,8,12,3,0,0,8,3,0,7,0,1,1,1,0,0,1,0.258,4.276,0.588,7,12,"47,062",197
443,10/17/12,NLCS,3,SFG,STL,L 1-3,39,33,1,9,1,0,0,1,5,1,4,0,1,0,0,2,0,0,-0.461,-3.188,1.414,11,13,"45,850",182
444,10/17/12,NLCS,3,STL,SFG,W 3-1,32,29,3,6,1,0,1,3,2,1,3,1,0,0,0,1,0,0,0.042,-0.722,0.756,5,16,"45,850",182
445,10/16/12,ALCS,3,DET,NYY,W 2-1,36,31,2,7,1,0,1,2,5,1,3,0,0,0,1,1,2,0,-0.079,-2.162,0.927,10,10,"42,490",208
446,10/16/12,ALCS,3,NYY,DET,L 1-2,32,32,1,5,0,0,1,1,0,0,4,0,0,0,0,0,0,0,-0.581,-3.681,1.303,4,10,"42,490",208
447,10/15/12,NLCS,2,SFG,STL,W 7-1,40,36,7,12,2,0,1,6,3,0,5,0,1,0,1,0,0,0,0.323,3.618,0.651,9,13,"42,679",190
448,10/15/12,NLCS,2,STL,SFG,L 1-7,35,32,1,5,3,0,0,1,2,0,5,1,0,0,0,0,0,0,-0.177,-2.809,0.705,7,15,"42,679",190
449,10/14/12,ALCS,2,DET,NYY,W 3-0,36,35,3,8,1,0,0,3,1,0,13,0,0,0,0,0,0,0,-0.065,-1.641,0.992,6,10,"47,082",198
450,10/14/12,ALCS,2,NYY,DET,L 0-3,34,31,0,4,1,0,0,0,3,1,10,0,0,0,1,0,1,1,-0.566,-4.641,1.147,7,9,"47,082",198
451,10/14/12,NLCS,1,SFG,STL,L 4-6,38,34,4,7,1,1,0,4,4,0,7,0,0,0,0,0,0,0,-0.312,0.193,1.038,7,17,"42,534",201
452,10/14/12,NLCS,1,STL,SFG,W 6-4,37,35,6,8,2,0,2,6,2,0,7,0,0,0,1,1,2,0,0.191,2.193,0.589,4,17,"42,534",201
453,10/13/12,ALCS,1,DET,NYY,W 6-4,54,50,6,15,3,1,1,6,4,1,10,0,0,0,0,1,0,0,0.134,-0.188,1.188,12,12,"47,122",294
454,10/13/12,ALCS,1,NYY,DET,L 4-6,53,47,4,11,2,0,2,4,6,0,10,0,0,0,1,1,2,0,-0.367,-2.188,1.639,13,12,"47,122",294
455,10/12/12,ALDS,5,BAL,NYY,L 1-3,32,30,1,4,0,0,0,1,2,0,9,0,0,0,0,1,1,0,-0.524,-3.642,1.455,4,9,"47,081",172
456,10/12/12,ALDS,5,NYY,BAL,W 3-1,30,27,3,5,1,0,1,3,3,1,9,0,0,0,0,2,2,0,-0.023,-1.124,0.738,3,10,"47,081",172
457,10/12/12,NLDS,5,STL,WSN,W 9-7,45,37,9,11,4,0,1,8,8,0,10,0,0,0,0,0,1,1,0.732,4.681,1.55,9,19,"45,966",229
458,10/12/12,NLDS,5,WSN,STL,L 7-9,39,38,7,11,2,1,3,7,1,0,11,0,0,0,0,0,0,0,0.229,2.682,0.493,5,16,"45,966",229
459,10/11/12,ALDS,4,BAL,NYY,W 2-1,49,46,2,8,3,0,1,2,3,0,12,0,0,0,0,0,0,0,-0.653,-4.706,1.617,8,12,"49,307",271
460,10/11/12,NLDS,5,CIN,SFG,L 4-6,42,38,4,12,1,0,1,4,3,0,7,1,0,0,1,1,0,1,-0.314,-0.451,1.271,11,18,"44,142",232
461,10/11/12,ALDS,5,DET,OAK,W 6-0,40,36,6,9,2,0,0,5,2,0,9,1,1,0,1,0,3,0,0.135,1.763,0.681,7,10,"36,393",176
462,10/11/12,ALDS,4,NYY,BAL,L 1-2,50,44,1,7,2,0,0,1,5,0,11,0,1,0,1,1,0,0,-1.153,-5.706,1.801,10,12,"49,307",271
463,10/11/12,ALDS,5,OAK,DET,L 0-6,31,30,0,4,1,0,0,0,1,0,11,0,0,0,0,0,0,0,-0.364,-4.239,0.575,4,11,"36,393",176
464,10/11/12,NLDS,5,SFG,CIN,W 6-4,38,37,6,9,0,1,1,6,1,0,7,0,0,0,1,0,1,0,0.19,1.55,0.704,5,16,"44,142",232
465,10/11/12,NLDS,4,STL,WSN,L 1-2,36,29,1,3,0,0,0,1,5,1,10,0,1,1,1,0,0,0,-0.555,-3.32,1.367,8,12,"44,392",175
466,10/11/12,NLDS,4,WSN,STL,W 2-1,28,26,2,3,0,0,2,2,2,0,6,0,0,0,0,1,0,0,-0.055,-1.84,1.049,2,14,"44,392",175
467,10/10/12,ALDS,3,BAL,NYY,L 2-3,44,40,2,7,0,0,2,2,1,0,7,2,1,0,0,0,1,1,-0.642,-4.189,1.266,6,11,"50,497",211
468,10/10/12,NLDS,4,CIN,SFG,L 3-8,40,35,3,9,1,0,1,3,4,0,13,0,0,1,0,0,0,0,-0.08,-1.45,0.911,10,15,"44,375",215
469,10/10/12,ALDS,4,DET,OAK,L 3-4,35,33,3,10,2,0,1,3,0,0,2,0,2,0,0,2,0,0,0.003,-1.237,0.791,5,10,"36,385",201
